student_id,cgpa,Department,course_1_name,course_1_grade,Course_1_effect_cgpa,course_2_name,course_2_grade,Course_2_effect_cgpa,course_3_name,course_3_grade,Course_3_effect_cgpa,course_4_name,course_4_grade,Course_4_effect_cgpa,open_elective_1_name,open_elective_1_grade,open_elective_1_effect_cgpa,open_elective_2_name,open_elective_2_grade,open_elective_2_effect_cgpa,open_elective_3_name,open_elective_3_grade,open_elective_3_effect_cgpa,skills_1,skills_2,skills_3,Technical_skill_1,Technical_skill_2
RA2122376252282,6.82,NWC,Web Application Security,C,good,Risk Management Strategies,C,good,Social Media Analytics,F,good,Social Media Engagement,F,good,Creative Coding,B,good,Cybersecurity Basics,F,good,Introduction to Mathematics,B,good,email marketing,presentation skills,email marketing,Flask,Git
RA2120230105700,7.34,CINTEL,IoT Security Measures,B,good,Social Networking Platforms,C,good,Cybersecurity Frameworks,B,good,Data Mining Techniques,F,good,Entrepreneurship Bootcamp,C,good,Personal Finance Management,C,good,Introduction to Astronomy,C,good,public speaking,strategic planning,public relations,Agile Coaching,Firebase
RA2110279522845,6.07,DSBS,Data Science Techniques,C,good,Digital Content Strategy,F,good,IT Service Management,F,good,Virtual Reality Applications,B,good,Public Speaking Mastery,C,good,Introduction to Geography,B,good,Entrepreneurial Finance,C,good,presentation skills,event production,accounting,Network Administration,HTML
RA2120136276847,6.28,DSBS,Risk Management Strategies,F,bad,Agile Software Development,B,bad,Digital Product Management,C,bad,Artificial Intelligence Ethics,C,bad,Introduction to Environmental Geology,C,bad,Introduction to Environmental Linguistics,F,bad,Environmental Sustainability,B,bad,public speaking,customer service,content creation,Redux,System Administration
RA2103286242751,5.66,DSBS,Information Security Governance,B,good,Data Warehousing Solutions,C,good,Mobile App Testing,F,good,Game Design Principles,F,good,Entrepreneurial Finance,B,good,Health and Wellness,F,good,Introduction to Environmental Policy,B,good,content creation,content strategy,database management,IT Infrastructure,Computer Vision
RA2101272522519,9.44,DSBS,IT Governance Frameworks,A+,good,Machine Learning Algorithms,O,bad,Social Media Marketing,O,bad,IT Governance Compliance,A,bad,Introduction to Environmental Health,O,bad,Introduction to Environmental Law,A,bad,Travel Photography,A+,good,programming,social networking,event planning,Cybersecurity,C++
RA2113151539116,8.41,NWC,Data Mining Techniques,A,bad,Health Informatics,A+,bad,Social Media Analytics,B+,good,Data Privacy Regulations,A,bad,Introduction to Astronomy,A,bad,Introduction to Environmental Linguistics,B,bad,Introduction to Environmental Management,A,good,public relations,event planning,accounting,Kotlin,Penetration Testing
RA2100333722208,5.41,DSBS,Digital Strategy Implementation,F,bad,Web Development Tools,C,bad,Mobile App Development,F,bad,Digital Strategy Implementation,F,bad,Environmental Sustainability,C,bad,Introduction to Environmental History,C,bad,Creative Writing Workshop,B,bad,data analysis,event planning,teamwork,HTML,Containerization
RA2121091829166,6.91,NWC,E-commerce Platforms,C,good,Blockchain Implementation,C,good,IT Risk Assessment,F,good,Virtual Reality Applications,F,good,Travel Photography,C,good,Introduction to Film Studies,F,good,Creative Writing Workshop,C,good,accounting,copywriting,data analysis,Flask,Ethical Hacking
RA2121099167533,8.46,CINTEL,Predictive Analytics Models,A+,bad,Social Networking Platforms,A,bad,E-commerce Platforms,B,bad,Artificial Intelligence Ethics,B+,good,Financial Literacy,B+,bad,Introduction to Robotics,A+,bad,Introduction to Chemistry,A+,good,presentation skills,copywriting,budgeting,Web Development,Bootstrap
RA2113161053120,6.03,CTECH,Cybersecurity Essentials,F,bad,Strategic IT Planning,B,bad,Robotic Process Automation,B,bad,Cybersecurity Frameworks,F,bad,Cybersecurity Basics,F,bad,Introduction to Literature,C,bad,Fashion Design Workshop,B,bad,market research,programming,database management,5G Networks,C#
RA2120182260135,8.24,CTECH,Advanced Data Analysis,B,good,IT Governance Compliance,B,bad,IT Service Delivery,A,bad,Software Quality Assurance,A,good,Introduction to Environmental Engineering,A+,bad,Public Speaking Mastery,A+,bad,Introduction to Environmental Medicine,A+,good,video production,event marketing,customer service,Pig,Natural Language Processing
RA2121369487612,9.14,DSBS,Digital Health Records,O,bad,Cybersecurity Essentials,O,bad,Supply Chain Optimization,A,bad,Web Application Development,A+,bad,Entrepreneurship Bootcamp,A+,bad,Introduction to Environmental Geology,O,good,Introduction to Environmental Sociology,A+,good,financial analysis,event production,financial planning,Microservices,Behavior-Driven Development
RA2122154499520,9.82,CINTEL,Supply Chain Management Systems,A,bad,Digital Product Management,A,good,Digital Communication Strategies,A,bad,Digital Marketing Strategies,A+,good,Introduction to Gender Studies,A+,bad,Introduction to Environmental Literature,A,good,Introduction to Art History,A+,good,creative writing,social networking,time management,Docker,Docker
RA2101146767820,8.43,NWC,Software Configuration Management,A,bad,Digital Transformation Strategies,A+,bad,Machine Learning Algorithms,B+,good,Digital Marketing Analytics,A,bad,Introduction to Ethical Hacking,B,good,Entrepreneurship Bootcamp,B,good,Introduction to Medicine,B+,bad,data analysis,client relations,content management,Natural Language Processing,Code Review
RA2120039173222,5.41,CINTEL,Data Mining Techniques,F,bad,Software Testing Methods,B,bad,Cybersecurity Essentials,C,bad,Database Management Systems,F,bad,Introduction to Astronomy,F,bad,Introduction to Environmental Law,C,bad,Personal Branding Strategies,B,bad,content management,copywriting,problem solving,Swift,Spark
RA2121257036597,7.77,NWC,IT Governance Frameworks,C,good,Artificial Intelligence Ethics,B,good,Mobile App Development,B,good,Quantum Cryptography,C,good,Introduction to Robotics,F,good,Financial Literacy,B,good,Culinary Arts,C,good,sales,research,event production,Computer Vision,Big Data
RA2110240236662,7.54,CTECH,Business Intelligence Tools,C,good,Software Testing Methods,F,good,Web Development Tools,B,good,IT Risk Assessment,C,good,Music Theory and Composition,F,good,Data Analysis with Python,C,good,Introduction to Sustainable Energy,C,good,graphic design,event planning,SEO optimization,DevOps,Docker
RA2123310368959,5.07,CINTEL,Software Testing Methods,C,good,Cybersecurity Frameworks,B,good,Digital Advertising Campaigns,C,good,Agile Project Management,F,good,Fashion Design Workshop,C,good,Introduction to Environmental Studies,C,good,Social Media Marketing,F,good,content creation,web design,public speaking,Machine Learning,C++
RA2123161494777,9.57,CTECH,Digital Advertising Campaigns,O,bad,Game Development Principles,A,bad,IT Governance Compliance,A,good,Internet of Things,A,good,Introduction to Environmental Medicine,A,good,Introduction to World Religions,A+,bad,Introduction to Environmental Psychology,A+,bad,market analysis,data visualization,problem solving,Behavior-Driven Development,Agile Methodologies
RA2101232469483,6.33,NWC,Digital Health Records,C,good,Health Information Exchange,B,good,Social Media Management,F,good,Blockchain Applications,B,good,Introduction to Graphic Novels,C,good,Digital Marketing Strategies,C,good,User Experience Design,F,good,customer service,social media management,branding,Agile Coaching,Continuous Integration
RA2121159596257,6.21,DSBS,Digital Marketing Analytics,C,good,Computer Network Design,B,good,Social Networking Platforms,F,good,Network Security Protocols,F,good,Introduction to Environmental Gender Studies,B,good,Introduction to Environmental Marine Biology,C,good,Introduction to Environmental Law,B,good,content strategy,media relations,programming,Go,Data Engineering
RA2102108242094,6.3,CTECH,Data Mining Techniques,C,good,Digital Communication Strategies,C,good,Social Networking Platforms,C,good,User Experience Design,B,good,Digital Marketing Strategies,C,good,Introduction to Philosophy,B,good,Introduction to Political Science,C,good,team leadership,email marketing,time management,Distributed Systems,PHP
RA2121012902036,5.92,CINTEL,Artificial Intelligence in Business,F,bad,Virtual Reality Applications,B,bad,Digital Strategy Implementation,B,bad,Database Management Systems,C,bad,Introduction to World Religions,B,bad,Introduction to Environmental Economics,C,bad,Mobile App Development,C,bad,data visualization,programming,teamwork,Site Reliability Engineering,Smart Contracts
RA2113203057778,5.79,DSBS,Web Application Development,C,good,Social Media Engagement,F,good,Mobile App Development,C,good,Digital Marketing Analytics,F,good,Introduction to World Religions,C,good,Mindfulness and Stress Management,C,good,Introduction to Environmental Health,C,good,accounting,web analytics,SEO optimization,CakePHP,Node.js
RA2101226530160,6.67,DSBS,Mobile App Development,B,good,Ethical Hacking Practices,B,good,Ethical Hacking Practices,B,good,Database Administration,C,good,Introduction to Computer Science,B,good,Introduction to Film Studies,F,good,Introduction to Environmental Engineering,C,good,leadership,media relations,photography,React,CakePHP
RA2100297767256,9.91,CINTEL,Digital Health Records,O,bad,Mobile App Development,A,bad,Advanced Data Analysis,A+,bad,IT Governance Frameworks,O,bad,Graphic Design Principles,O,bad,Introduction to Linguistics,A,bad,Introduction to Environmental Law,O,bad,teamwork,forecasting,data entry,Containerization,CakePHP
RA2121239172799,6.94,CTECH,Information Security Governance,B,good,Big Data Analytics,F,good,Supply Chain Optimization,C,good,Quantum Cryptography,C,good,Introduction to Sociology,F,good,Introduction to Game Design,C,good,Introduction to Environmental Studies,B,good,customer service,strategic planning,data entry,Serverless Architecture,Deep Learning
RA2111370647521,6.33,NWC,Robotic Automation Systems,B,good,Virtualization Technologies,F,good,IT Service Management,B,good,Database Management Systems,F,good,Introduction to Economics,F,good,Introduction to Environmental Economics,F,good,Introduction to Philosophy,C,good,forecasting,financial planning,networking,System Administration,Natural Language Processing
RA2103024252664,6.92,NWC,Ethical Hacking Practices,C,good,IT Service Management,F,good,Cybersecurity Essentials,F,good,Database Management Systems,C,good,Introduction to Sociology,F,good,Introduction to Environmental Linguistics,F,good,Introduction to Graphic Novels,C,good,project coordination,data entry,content management,Troubleshooting,Firebase
RA2120043273254,9.6,CTECH,Health Information Exchange,A+,good,Mobile App Development,O,good,Data Privacy Regulations,A+,good,Cloud Architecture Design,O,bad,Introduction to Environmental Engineering,A+,bad,Introduction to Astronomy,A,bad,Introduction to Environmental Design,A+,good,time management,web analytics,web development,SQL,Scala
RA2121119319042,5.62,CTECH,Machine Learning Applications,F,bad,Computer Network Design,B,bad,Digital Communication Strategies,B,bad,Network Security Protocols,C,bad,Introduction to Anthropology,F,bad,Introduction to Urban Planning,B,bad,Introduction to Environmental Justice,C,bad,project coordination,video editing,data visualization,Distributed Systems,Microservices
RA2123376505674,5.87,NWC,Data Privacy Regulations,C,good,E-commerce Platforms,C,good,Data Visualization Techniques,F,good,Social Media Marketing,B,good,Yoga and Meditation,F,good,Introduction to Robotics,F,good,Introduction to Environmental Sociology,C,good,business development,content creation,research,Agile Methodologies,jQuery
RA2110156387787,5.65,CINTEL,Digital Health Records,B,good,Digital Product Launch,C,good,IT Governance Frameworks,B,good,Artificial Intelligence in Business,F,good,Introduction to Linguistics,F,good,Introduction to Environmental Medicine,B,good,Introduction to Environmental Literature,F,good,web design,accounting,sales,Microservices,Pig
RA2122012866401,8.99,CTECH,Network Security Protocols,B,bad,Cyber Law and Ethics,A+,bad,Digital Health Technologies,B,bad,Artificial Neural Networks,A+,bad,Introduction to Astronomy,A,good,Introduction to Environmental Bioinformatics,B+,bad,Introduction to Political Science,A,good,email marketing,public speaking,web development,Docker,Code Review
RA2110065821329,6.34,CTECH,Social Media Engagement,B,good,Web Application Development,C,good,Database Administration,F,good,Agile Project Management,B,good,Introduction to Sustainable Agriculture,B,good,Web Development Fundamentals,B,good,Introduction to Environmental Psychology,F,good,event planning,media relations,web development,Sass,Computer Vision
RA2102194606961,5.3,CINTEL,Computer Network Design,B,good,Network Security Protocols,C,good,IoT Device Management,C,good,Business Intelligence Tools,B,good,Introduction to Sustainable Agriculture,F,good,Mindfulness and Stress Management,B,good,Introduction to Sociology,F,good,project coordination,public relations,data analysis,Mobile Development,Firebase
RA2102246219152,5.14,CINTEL,Data Mining Techniques,B,good,Risk Management Strategies,C,good,Mobile Security Protocols,B,good,Wireless Networking Technologies,F,good,Introduction to Environmental Bioinformatics,C,good,Introduction to Ethical Hacking,F,good,User Experience Design,F,good,customer service,analytical thinking,critical thinking,Decentralized Finance,Distributed Systems
RA2102028823614,9.43,NWC,Health Informatics,A+,bad,Blockchain Development,A+,bad,IoT Security Measures,O,good,IT Service Delivery,A,bad,Introduction to Computer Science,O,bad,Introduction to Political Science,A+,bad,Introduction to Environmental Policy,O,bad,time management,presentation skills,business development,Docker,Azure
RA2113394898039,8.68,CTECH,Predictive Analytics Models,A,good,Supply Chain Management Systems,A+,bad,IT Governance Compliance,B+,good,Social Media Marketing,B,good,Culinary Arts,A,good,Yoga and Meditation,B+,bad,Introduction to Bioinformatics,A,good,database management,market analysis,content strategy,Ruby,Docker
